SG_UF;NM_MUNICIPIO;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;DS_SIT_TOT_TURNO;NR_TURNO;QT_VOTOS_NOMINAIS;QT_VOTOS_NOMINAIS_VALIDOS;LATITUDE;LONGITUDE;COALITION
MA;CAXIAS;Vereador;12345;VINICIUS SABA E SILVA DE ALENCAR;VINICIUS SABA DE ALENCAR;12;PDT;Partido Democrático Trabalhista;ELEITO POR MDIA;1;1882;1882;-4,86542;-43,353664;center-left
MA;CAXIAS;Vereador;25000;DANIEL PEREIRA BARROS;DANIEL BARROS FISCAL DO POVO;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;1850;1850;-4,86542;-43,353664;right
RS;CAXIAS DO SUL;Vereador;22022;HIAGO STOCK MORANDI;HIAGO MORANDI;22;PL;Partido Liberal;ELEITO POR QP;1;11304;11304;-29,168505;-51,179639;right
RS;CAXIAS DO SUL;Vereador;10603;JOAO JOCEMAR UEZ PEZZI;JOAO UEZ;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;6830;6830;-29,168505;-51,179639;right
RS;CAXIAS DO SUL;Vereador;22222;DAIANE MELLO;DAIANE MELLO;22;PL;Partido Liberal;ELEITO POR QP;1;5034;5034;-29,168505;-51,179639;right
RS;CAXIAS DO SUL;Vereador;45321;MARISOL SANTOS SILVA;MARISOL SANTOS;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;4783;4783;-29,168505;-51,179639;center
RS;CAXIAS DO SUL;Vereador;13678;LUCAS CAREGNATO;LUCAS CAREGNATO;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;4213;4213;-29,168505;-51,179639;center-left
AM;COARI;Vereador;10000;JEANY DE PAULA AMARAL PINHEIRO;JEANY PINHEIRO;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;1579;1579;-4,088596;-63,143117;right
AM;COARI;Vereador;55123;JOSE CARLOS FERREIRA PINHEIRO;ZE CARLOS;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1521;1521;-4,088596;-63,143117;center-right
AM;COARI;Vereador;45000;RAIMUNDO JUNIOR LOPES DE SOUZA;JUNIOR DO GUARABIRA;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;1495;1495;-4,088596;-63,143117;center
AM;COARI;Vereador;10123;MARIA DUCIRENE DA CRUZ MENEZES;DULCE MENEZES;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;1483;1483;-4,088596;-63,143117;right
AM;COARI;Vereador;11011;ELINHO OLIVEIRA DO NASCIMENTO;ELINHO OLIVEIRA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1387;1387;-4,088596;-63,143117;center-right
MS;CORUMBA;Vereador;15000;HANNA ELLEN FERNANDES SANTANA PINHEIRO;HANNA SANTANA;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;1857;1857;-19,000603;-57,650754;center
MS;CORUMBA;Vereador;40000;LUIS FRANCISCO DE ALMEIDA VIANNA;CHICAO VIANNA;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;1405;1405;-19,000603;-57,650754;center
MS;CORUMBA;Vereador;12555;JOVAN TEMELJKOVITCH;JOVAN TEMELJKOVITCH;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;1375;1375;-19,000603;-57,650754;center-left
MS;CORUMBA;Vereador;44444;SAMYR SADEQ RAMUNIEH;SAMYR QUALHADA;44;UNIO;Unio Brasil;ELEITO POR QP;1;1145;1145;-19,000603;-57,650754;center-right
MS;CORUMBA;Vereador;45000;UBIRATAN CANHETE DE CAMPOS FILHO;BIRA;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;1143;1143;-19,000603;-57,650754;center
AC;CRUZEIRO DO SUL;Vereador;11222;VALERIA DE OLIVEIRA LIMA;VALERIA LIMA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1994;1994;-7,636248;-72,669165;center-right
AC;CRUZEIRO DO SUL;Vereador;11123;ELTER DE QUEIROZ NOBREGA;ELTER NOBREGA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1961;1961;-7,636248;-72,669165;center-right
AC;CRUZEIRO DO SUL;Vereador;12777;CRISTIANO FREIRE RODRIGUES;CRISTIANO RODRIGUES;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;1637;1637;-7,636248;-72,669165;center-left
AC;CRUZEIRO DO SUL;Vereador;11011;JOAO KELEU DE SOUZA FERNANDES;KELEU;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1562;1562;-7,636248;-72,669165;center-right
AC;CRUZEIRO DO SUL;Vereador;11234;JOSE ROBERTO DA SILVA VILANOVA;ZE ROBERTO;11;PP;PROGRESSISTAS;ELEITO POR MDIA;1;1430;1430;-7,636248;-72,669165;center-right
PR;CURITIBA;Vereador;10789;JASON GOULART;JASSON GOULART;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;21684;21684;-25,494438;-49,284271;right
PR;CURITIBA;Vereador;30300;GUILHERME FERREIRA KILTER LIRA;GUILHERME KILTER;30;NOVO;Partido Novo;ELEITO POR QP;1;16664;16664;-25,494438;-49,284271;right
PR;CURITIBA;Vereador;44444;GUSTAVO SILVEIRA DA COSTA;DA COSTA DO PERDEU PIA;44;UNIO;Unio Brasil;ELEITO POR QP;1;15014;15014;-25,494438;-49,284271;center-right
PR;CURITIBA;Vereador;44181;TATHIANA LAIZ GUZELLA;DELEGADA TATHIANA ;44;UNIO;Unio Brasil;ELEITO POR QP;1;12515;12515;-25,494438;-49,284271;center-right
PR;CURITIBA;Vereador;44777;JOAO VICTOR MATTOS LEAO BETTEGA;JOAO BETTEGA;44;UNIO;Unio Brasil;ELEITO POR QP;1;12346;12346;-25,494438;-49,284271;center-right
MS;DOURADOS;Vereador;10222;ISA JANE MARCONDES;ISA MARCONDES;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;2992;2992;-22,220614;-54,812208;right
MS;DOURADOS;Vereador;13333;FRANKLIN SCHMALZ DA ROSA;FRANKLIN;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;2452;2452;-22,220614;-54,812208;center-left
MS;DOURADOS;Vereador;11234;JANIO COLMAN MIGUEL;JANIO MIGUEL;11;PP;PROGRESSISTAS;ELEITO POR QP;1;2375;2375;-22,220614;-54,812208;center-right
MS;DOURADOS;Vereador;22000;DALTON SANTOS RIBEIRO;DALTON;22;PL;Partido Liberal;ELEITO POR QP;1;2265;2265;-22,220614;-54,812208;right
MS;DOURADOS;Vereador;22022;MARCELO PEREIRA MOURAO;MARCELO MOURAO;22;PL;Partido Liberal;ELEITO POR QP;1;2115;2115;-22,220614;-54,812208;right
RJ;DUQUE DE CAXIAS;Vereador;15123;SERGIO ALBERTO CORREA DA ROCHA;SERGINHO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;24734;24734;-22,789623;-43,309929;center
RJ;DUQUE DE CAXIAS;Vereador;15654;SANDRO RIBEIRO PEDROSA;SANDRO LELIS;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;12094;12094;-22,789623;-43,309929;center
RJ;DUQUE DE CAXIAS;Vereador;15016;DIVAIR ALVES DE OLIVEIRA JUNIOR;JUNIOR REIS;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;11180;11180;-22,789623;-43,309929;center
RJ;DUQUE DE CAXIAS;Vereador;25123;CLAUDIO DE OLIVEIRA THOMAZ;CLAUDIO THOMAZ;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;11010;11010;-22,789623;-43,309929;right
RJ;DUQUE DE CAXIAS;Vereador;15345;VALDECY NUNES DA ROSA FILHO;VALDECY NUNES;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;9703;9703;-22,789623;-43,309929;center
BA;FEIRA DE SANTANA;Vereador;50050;JHONATAS LIMA MONTEIRO;JHONATAS MONTEIRO;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;10980;10980;-12,257893;-38,959805;left
BA;FEIRA DE SANTANA;Vereador;44000;EDVALDO LIMA DOS SANTOS;EDVALDO LIMA;44;UNIO;Unio Brasil;ELEITO POR QP;1;6430;6430;-12,257893;-38,959805;center-right
BA;FEIRA DE SANTANA;Vereador;44170;MARCOS ANTONIO DOS SANTOS LIMA;MARCOS LIMA;44;UNIO;Unio Brasil;ELEITO POR QP;1;5854;5854;-12,257893;-38,959805;center-right
BA;FEIRA DE SANTANA;Vereador;44555;GERUSA MARIA BASTOS SILVA SAMPAIO;GERUSA SAMPAIO;44;UNIO;Unio Brasil;ELEITO POR QP;1;5816;5816;-12,257893;-38,959805;center-right
BA;FEIRA DE SANTANA;Vereador;44125;LUIZ AUGUSTO DE JESUS;LULINHA;44;UNIO;Unio Brasil;ELEITO POR MDIA;1;5574;5574;-12,257893;-38,959805;center-right
PI;FLORIANO;Vereador;11411;FILIPE SOARES VIEIRA;FELIPE VIEIRA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1957;1957;-6,767574;-43,022261;center-right
PI;FLORIANO;Vereador;13456;JOAO  GOMES DE OLIVEIRA NETO;JOAO NETO GOMES;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;1348;1348;-6,767574;-43,022261;center-left
PI;FLORIANO;Vereador;11111;JOILSON RODRIGUES DA SILVA;JOILSON RODRIGUES;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1320;1320;-6,767574;-43,022261;center-right
PI;FLORIANO;Vereador;11222;JAMES RODRIGUES DOS SANTOS;JAMES RODRIGUES;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1296;1296;-6,767574;-43,022261;center-right
PI;FLORIANO;Vereador;13133;CARLOS EDUARDO MALHEIROS KALUME;CARLOS EDUARDO;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;1226;1226;-6,767574;-43,022261;center-left
CE;FORTALEZA;Vereador;22222;PRISCILA BEZERRA DA COSTA;PRISCILA COSTA;22;PL;Partido Liberal;ELEITO POR QP;1;36226;36226;-3,730451;-38,521799;right
CE;FORTALEZA;Vereador;50555;GABRIEL LIMA DE AGUIAR;GABRIEL BIOLOGIA;50;PSOL;Partido Socialismo e Liberdade;ELEITO POR QP;1;30682;30682;-3,730451;-38,521799;left
CE;FORTALEZA;Vereador;22022;ISABELLA ANTONNIA CASALE ROCHA CARNEIRO LEAO;BELLA CARMELO;22;PL;Partido Liberal;ELEITO POR QP;1;28138;28138;-3,730451;-38,521799;right
CE;FORTALEZA;Vereador;10123;RONALDO MANCHADO MARTINS;RONALDO MARTINS;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;20288;20288;-3,730451;-38,521799;right
CE;FORTALEZA;Vereador;70111;EMANUEL ACRIZIO DE FREITAS;EMANUEL ACRIZIO;70;AVANTE;AVANTE;ELEITO POR QP;1;16083;16083;-3,730451;-38,521799;center
GO;GOIANIA;Vereador;22222;VITOR HUGO DE ARAUJO ALMEIDA;MAJOR VITOR HUGO;22;PL;Partido Liberal;ELEITO POR QP;1;15678;15678;-16,680882;-49,253269;right
GO;GOIANIA;Vereador;13100;EDWARD MADUREIRA BRASIL;PROFESSOR EDWARD;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;13573;13573;-16,680882;-49,253269;center-left
GO;GOIANIA;Vereador;25153;ROMARIO BARBOSA POLICARPO;GCM ROMARIO POLICARPO;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;11496;11496;-16,680882;-49,253269;right
GO;GOIANIA;Vereador;45456;AAVA SANTIAGO AGUIAR;AAVA SANTIAGO;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;10482;10482;-16,680882;-49,253269;center
GO;GOIANIA;Vereador;15200;NOVANDIR RODRIGUES DA SILVA;SARGENTO NOVANDIR;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;9762;9762;-16,680882;-49,253269;center
TO;GURUPI;Vereador;25222;MATHEUS MONTEIRO DA SILVA;MATHEUS MONTEIRO;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;1275;1275;-11,72794;-49,068046;right
TO;GURUPI;Vereador;12000;PEDRO HENRIQUE MESSIAS DE MORAIS;PEDRO MORAIS;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;1174;1174;-11,72794;-49,068046;center-left
TO;GURUPI;Vereador;44333;MARIO CEZAR LUSTOSA RIBEIRO;MARIO CEZAR LUSTOSA;44;UNIO;Unio Brasil;ELEITO POR QP;1;1137;1137;-11,72794;-49,068046;center-right
TO;GURUPI;Vereador;20123;COLEMAR PEREIRA DA SILVA;COLEMAR DA SABORELLE;20;PODE;Podemos;ELEITO POR QP;1;1090;1090;-11,72794;-49,068046;center-right
TO;GURUPI;Vereador;55222;RODRIGO MENESES MACIEL;RODRIGO MACIEL;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1020;1020;-11,72794;-49,068046;center-right
CE;IGUATU;Vereador;36555;ZILFRAN FERREIRA DE ARAUJO;DR ZILFRAN;36;AGIR;Agir;ELEITO POR QP;1;2356;2356;-6,361934;-39,297223;center-right
CE;IGUATU;Vereador;70456;DIEGO GOMES FELIPE;DIEGO FELIPE;70;AVANTE;AVANTE;ELEITO POR QP;1;1953;1953;-6,361934;-39,297223;center
CE;IGUATU;Vereador;40000;ANTONIO SAVIO SOBREIRA;SAVIO SOBREIRA;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;1906;1906;-6,361934;-39,297223;center
CE;IGUATU;Vereador;36999;JOAO TORRES DA SILVA;JOAO TORRES;36;AGIR;Agir;ELEITO POR MDIA;1;1766;1766;-6,361934;-39,297223;center-right
CE;IGUATU;Vereador;55333;MARIA SHEILA ALCANTARA PALACIO;SHEILA ALCANTARA;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1660;1660;-6,361934;-39,297223;center-right
MA;IMPERATRIZ;Vereador;15777;ADHEMAR ALVES DE FREITAS JUNIOR;ADHEMAR FREITAS JR;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;2718;2718;-5,526928;-47,478115;center
MA;IMPERATRIZ;Vereador;22300;ROSANGELA APARECIDA BARROS CURADO;ROSANGELA CURADO;22;PL;Partido Liberal;ELEITO POR QP;1;2384;2384;-5,526928;-47,478115;right
MA;IMPERATRIZ;Vereador;43111;FLAMARION DE OLIVEIRA AMARAL;FLAMARION AMARAL;43;PV;Partido Verde;ELEITO POR QP;1;2337;2337;-5,526928;-47,478115;center-left
MA;IMPERATRIZ;Vereador;55000;JOAO FERREIRA DA GAMA JUNIOR;JUNIOR GAMA;55;PSD;Partido Social Democrático;ELEITO POR QP;1;2325;2325;-5,526928;-47,478115;center-right
MA;IMPERATRIZ;Vereador;20123;ALCEMIR DA CONCEICAO COSTA;ALCEMIR COSTA;20;PODE;Podemos;ELEITO POR QP;1;2296;2296;-5,526928;-47,478115;center-right
SE;ITABAIANA;Vereador;44555;ALEX HENRIQUE SOUZA FERREIRA;ALEX HENRIQUE;44;UNIO;Unio Brasil;ELEITO POR QP;1;3375;3375;-10,68562;-37,427052;center-right
SE;ITABAIANA;Vereador;45678;FERNANDO CARVALHO DOS SANTOS;JOAOZINHO DO LAGAMAR;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;3107;3107;-10,68562;-37,427052;center
SE;ITABAIANA;Vereador;45222;PEDRO OLIVEIRA;PEDRO DA AGROVILA;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;2630;2630;-10,68562;-37,427052;center
SE;ITABAIANA;Vereador;22222;BRENO GOIS DE REZENDE;BRENO DE VARDO DA LOTERICA;22;PL;Partido Liberal;ELEITO POR QP;1;2572;2572;-10,68562;-37,427052;right
SE;ITABAIANA;Vereador;22123;WAGNER MENEZES DE ANDRADE;WAGUINHO DE LEITOA;22;PL;Partido Liberal;ELEITO POR QP;1;2207;2207;-10,68562;-37,427052;right
AM;ITACOATIARA;Vereador;44789;WEMERSON DA SILVA JACQUIMINOUTH;WEMERSON BARRIGA;44;UNIO;Unio Brasil;ELEITO POR QP;1;1725;1725;-3,14779;-58,446104;center-right
AM;ITACOATIARA;Vereador;15234;JUCINEI FREIRE DA SILVA;NEY NOBRE;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;1680;1680;-3,14779;-58,446104;center
AM;ITACOATIARA;Vereador;15155;DANIEL ANVERES DE MENDONCA;DANIEL MENDONCA;15;MDB;Movimento Democrático Brasileiro;ELEITO POR MDIA;1;1668;1668;-3,14779;-58,446104;center
AM;ITACOATIARA;Vereador;10789;NILDA BATISTA CERDEIRA ABRAHIM;NILDA ABRAHIM;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;1544;1544;-3,14779;-58,446104;right
AM;ITACOATIARA;Vereador;10000;BENEDITO CABRAL REZENDE JUNIOR;JUNIOR GALVAO;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;1538;1538;-3,14779;-58,446104;right
RO;JI-PARANA;Vereador;30123;ROSANA PEREIRA LIMA;DOUTORA ROSANA VETERINARIA;30;NOVO;Partido Novo;ELEITO POR QP;1;2111;2111;-10,877815;-61,927785;right
RO;JI-PARANA;Vereador;15123;JOZIEL CARLOS DE  BRITO;JOZIEL DE BRITO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;1715;1715;-10,877815;-61,927785;center
RO;JI-PARANA;Vereador;15555;WELINTON POGGERE GOES DA FONSECA;NEGAO FILHO DO ISAU;15;MDB;Movimento Democrático Brasileiro;ELEITO POR MDIA;1;1572;1572;-10,877815;-61,927785;center
RO;JI-PARANA;Vereador;25025;ADEMILSON PROCOPIO ANASTACIO;PROCOPIO;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;1412;1412;-10,877815;-61,927785;right
RO;JI-PARANA;Vereador;55600;ADEMIR PEREIRA;SCOPONY;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1400;1400;-10,877815;-61,927785;center-right
SC;JOINVILLE;Vereador;22222;WILIAN MARTINI TONEZI;WILIAN TONEZI;22;PL;Partido Liberal;ELEITO POR QP;1;9323;9323;-26,30449;-48,848673;right
SC;JOINVILLE;Vereador;55123;DIEGO MACHADO;DIEGO MACHADO;55;PSD;Partido Social Democrático;ELEITO POR QP;1;8719;8719;-26,30449;-48,848673;center-right
SC;JOINVILLE;Vereador;30456;ITALMAR JOSE PETTERS NETO;NETO PETTERS DO NOVO;30;NOVO;Partido Novo;ELEITO POR QP;1;7586;7586;-26,30449;-48,848673;right
SC;JOINVILLE;Vereador;55111;ASCENDINO BATISTA OLIVEIRA;PASTOR ASCENDINO BATISTA;55;PSD;Partido Social Democrático;ELEITO POR QP;1;6880;6880;-26,30449;-48,848673;center-right
SC;JOINVILLE;Vereador;22022;JOSIAS BRANDEL JUNIOR;BRANDEL JUNIOR;22;PL;Partido Liberal;ELEITO POR QP;1;6810;6810;-26,30449;-48,848673;right
PB;JOAO PESSOA;Vereador;11123;CARLOS GUSTAVO GOMES DE OLIVEIRA;GUGA PET ;11;PP;PROGRESSISTAS;ELEITO POR QP;1;10320;10320;-7,121598;-34,882028;center-right
PB;JOAO PESSOA;Vereador;40456;JAILMA VASCONCELOS DE CARVALHO;JAILMA CARVALHO;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;10127;10127;-7,121598;-34,882028;center
PB;JOAO PESSOA;Vereador;55789;VALDIR JOSE DOWSLEY;DINHO;55;PSD;Partido Social Democrático;ELEITO POR QP;1;9397;9397;-7,121598;-34,882028;center-right
PB;JOAO PESSOA;Vereador;11111;JOAO CARVALHO DA COSTA SOBRINHO;JOAO CORUJINHA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;7562;7562;-7,121598;-34,882028;center-right
PB;JOAO PESSOA;Vereador;40789;EDMILSON DE ARAUJO SOARES;EDMILSON SOARES;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;6760;6760;-7,121598;-34,882028;center
CE;JUAZEIRO DO NORTE;Vereador;36222;FELIPE MIKAEL VASQUES MONTEIRO;FELIPE VASQUES;36;AGIR;Agir;ELEITO POR QP;1;6670;6670;-7,215345;-39,315334;center-right
CE;JUAZEIRO DO NORTE;Vereador;45555;JOSE LUCAS ALVES FERREIRA;LUKAO;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR MDIA;1;5926;5926;-7,215345;-39,315334;center
CE;JUAZEIRO DO NORTE;Vereador;55789;FRANCISCO BENJAMIM DE MOURA;CHAGAS MOURA;55;PSD;Partido Social Democrático;ELEITO POR QP;1;4692;4692;-7,215345;-39,315334;center-right
CE;JUAZEIRO DO NORTE;Vereador;55100;EWERTON VINICIUS SANTOS DUARTE;VINICIUS DUARTE;55;PSD;Partido Social Democrático;ELEITO POR QP;1;4276;4276;-7,215345;-39,315334;center-right
CE;JUAZEIRO DO NORTE;Vereador;40777;JULLIAN CARLOS BEZERRA DA SILVA;JULLIAN DE CIELIO;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;3263;3263;-7,215345;-39,315334;center
MG;JUIZ DE FORA;Vereador;40123;VICTOR PAULO DE OLIVEIRA;VITINHO;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;14879;14879;-21,760953;-43,350113;center
MG;JUIZ DE FORA;Vereador;22222;ROBERTA LOPES ALVES;ROBERTA LOPES;22;PL;Partido Liberal;ELEITO POR QP;1;7924;7924;-21,760953;-43,350113;right
MG;JUIZ DE FORA;Vereador;22456;CARLOS ALBERTO DE MELLO;SARGENTO MELLO CASAL;22;PL;Partido Liberal;ELEITO POR QP;1;7590;7590;-21,760953;-43,350113;right
MG;JUIZ DE FORA;Vereador;43000;JEFFERSON DA SILVA JANUARIO;NEGRO BUSSOLA;43;PV;Partido Verde;ELEITO POR QP;1;6451;6451;-21,760953;-43,350113;center-left
MG;JUIZ DE FORA;Vereador;13013;APARECIDA DE OLIVEIRA PINTO;CIDA;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;5884;5884;-21,760953;-43,350113;center-left
SE;LAGARTO;Vereador;20000;MATHEUS FRAGA CORREA;MATHEUS CORREA;20;PODE;Podemos;Não eleito;1;2179;2179;-10,914501;-37,67111;center-right
SE;LAGARTO;Vereador;10444;AMILTON FRAGA FONTES;AMILTON FONTES;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;2101;2101;-10,914501;-37,67111;right
SE;LAGARTO;Vereador;10777;JOSIVAN RODRIGUES SANTOS;GORDINHO DE JORGE DA LARANJA;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;1951;1951;-10,914501;-37,67111;right
SE;LAGARTO;Vereador;23999;JOSE ANDERSON DA SILVA;ANDERSON SILVA;23;CIDADANIA;Cidadania;ELEITO POR QP;1;1712;1712;-10,914501;-37,67111;center
SE;LAGARTO;Vereador;55222;MARCELO DO NASCIMENTO SANTOS;MARCELO DE DENILSON;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1688;1688;-10,914501;-37,67111;center-right
AP;LARANJAL DO JARI;Vereador;44123;MARLON BARBOSA MOURA;MARLON MOURA;44;UNIO;Unio Brasil;ELEITO POR QP;1;825;825;-0,841999;-52,516;center-right
AP;LARANJAL DO JARI;Vereador;22000;WALCIMAR RIBEIRO FONSECA;WALCIMAR FONSECA;22;PL;Partido Liberal;ELEITO POR QP;1;754;754;-0,841999;-52,516;right
AP;LARANJAL DO JARI;Vereador;15699;EDIVAM DE ALMEIDA SOBRINHO;EDIVAM DO MOCA;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;749;749;-0,841999;-52,516;center
AP;LARANJAL DO JARI;Vereador;15369;JOAO TADEU DA SILVA;IRMAO TADEU;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;735;735;-0,841999;-52,516;center
AP;LARANJAL DO JARI;Vereador;12222;ELIEZIO PEREIRA MORAES;EZIO MORAES;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;732;732;-0,841999;-52,516;center-left
PR;LONDRINA;Vereador;10300;DEIVID WISLEY ANGELOS;DEIVID WISLEY;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;16212;16212;-23,311288;-51,159502;right
PR;LONDRINA;Vereador;11038;JESSICA RAMOS MORENO;JESSICAO;11;PP;PROGRESSISTAS;ELEITO POR QP;1;15057;15057;-23,311288;-51,159502;center-right
PR;LONDRINA;Vereador;22456;MICHELE SIREIA THOMAZINHO;MICHELE THOMAZINHO;22;PL;Partido Liberal;ELEITO POR QP;1;6984;6984;-23,311288;-51,159502;right
PR;LONDRINA;Vereador;11123;FLAVIA ADRIANE SANT ANA CABRAL;PROFESSORA FLAVIA CABRAL;11;PP;PROGRESSISTAS;ELEITO POR QP;1;5751;5751;-23,311288;-51,159502;center-right
PR;LONDRINA;Vereador;10123;THIAGO HENRIQUE DE SOUZA;CHAVAO;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;5655;5655;-23,311288;-51,159502;right
AP;MACAPA;Vereador;20123;ALEXANDRE RAMOS DA COSTA;ALEXANDRE AZEVEDO;20;PODE;Podemos;ELEITO POR QP;1;4857;4857;0,040153;-51,056959;center-right
AP;MACAPA;Vereador;50123;DANIEL THEODORO PETRAGLIA;DANIEL THEODORO;50;PSOL;Partido Socialismo e Liberdade;ELEITO POR QP;1;4542;4542;0,040153;-51,056959;left
AP;MACAPA;Vereador;25123;MARCELO DE MATOS DIAS;MARCELO DIAS;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;4534;4534;0,040153;-51,056959;right
AP;MACAPA;Vereador;55000;PAULO CELSO DE LIMA NERY;PAULO NERY;55;PSD;Partido Social Democrático;ELEITO POR QP;1;4533;4533;0,040153;-51,056959;center-right
AP;MACAPA;Vereador;12300;ROSILEIA DOS SANTOS DE OLIVEIRA PELAES;PASTORA LEIA PELAES;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;4419;4419;0,040153;-51,056959;center-left
AM;MANAUS;Vereador;22007;ALEXANDRE DA SILVA SALAZAR;SARGENTO SALAZAR;22;PL;Partido Liberal;ELEITO POR QP;1;22594;22594;-3,131633;-59,982504;right
AM;MANAUS;Vereador;13610;JOSE RICARDO WENDLING;ZE RICARDO;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;17395;17395;-3,131633;-59,982504;center-left
AM;MANAUS;Vereador;25000;THAYSA LIPPY DE SOUZA FLORENCIO;THAYSA LIPPY;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;16116;16116;-3,131633;-59,982504;right
AM;MANAUS;Vereador;44500;MARCO ANTONIO ANDRADE CASTILHOS FILHO;MARCO CASTILHOS;44;UNIO;Unio Brasil;ELEITO POR QP;1;14621;14621;-3,131633;-59,982504;center-right
AM;MANAUS;Vereador;15000;JOAO KENNEDY DE LIMA MARQUES;KENNEDY MARQUES PROTETOR;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;14548;14548;-3,131633;-59,982504;center
PA;MARABA;Vereador;22222;FERNANDO HENRIQUE PEREIRA DA SILVA;FERNANDO HENRRIQUE;22;PL;Partido Liberal;ELEITO POR QP;1;3957;3957;-5,346282;-49,10074;right
PA;MARABA;Vereador;44123;AERTON LIMA DA CRUZ;AERTON GRANDE;44;UNIO;Unio Brasil;ELEITO POR QP;1;3073;3073;-5,346282;-49,10074;center-right
PA;MARABA;Vereador;15555;ILKER MORAES FERREIRA;ILKER MORAES;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;3051;3051;-5,346282;-49,10074;center
